,SID,CID,date,attendance
8565,103,9,2017-11-12,absent
8566,103,9,2017-11-19,attended
8567,103,9,2017-11-26,attended
8568,103,9,2017-12-03,attended
8569,103,9,2017-12-10,attended
8570,103,9,2017-12-17,absent
8571,103,9,2017-12-24,attended
8572,103,9,2017-12-31,attended
8573,103,9,2018-01-07,attended
8574,103,9,2018-01-14,excused
8575,103,9,2018-01-21,excused
8576,103,9,2018-01-28,excused
8577,103,9,2018-02-04,attended
8578,103,9,2018-02-11,attended
8579,103,9,2018-02-18,attended
8580,103,9,2018-02-25,attended
8581,103,9,2018-03-04,attended
8582,103,9,2018-03-11,attended
8583,103,9,2018-03-18,attended
8584,103,9,2018-03-25,attended
8585,103,9,2018-04-01,attended
8586,103,9,2018-04-08,attended
8587,103,9,2018-04-15,attended
8588,103,9,2018-04-22,attended
8589,103,9,2018-04-29,attended
8590,103,9,2018-05-06,absent
8591,103,9,2018-05-13,attended
8592,103,9,2018-05-20,attended
8593,103,9,2018-05-27,excused
8594,103,9,2018-06-03,attended
8595,103,9,2018-06-10,attended
8596,103,9,2018-06-17,attended
8597,103,9,2018-06-24,attended
8598,103,9,2018-07-01,attended
8599,103,9,2018-07-08,attended
8600,103,9,2018-07-15,attended
8601,103,9,2018-07-22,attended
8602,103,9,2018-07-29,attended
8603,103,9,2018-08-05,attended
8604,103,9,2018-08-12,attended
8605,103,9,2018-08-19,attended
8606,103,9,2018-08-26,attended
8607,103,9,2018-09-02,attended
8608,103,9,2018-09-09,attended
8609,103,9,2018-09-16,absent
8610,103,9,2018-09-23,absent
8611,103,9,2018-09-30,attended
8612,103,9,2018-10-07,attended
8613,103,9,2018-10-14,absent
8614,103,9,2018-10-21,attended
8615,103,9,2018-10-28,attended
8616,103,9,2018-11-04,attended
8617,103,9,2018-11-11,attended
8618,103,9,2018-11-18,attended
8619,103,9,2018-11-25,attended
8620,103,9,2018-12-02,attended
8621,103,9,2018-12-09,attended
8622,103,9,2018-12-16,attended
8623,103,9,2018-12-23,attended
8624,103,9,2018-12-30,attended
8625,103,9,2019-01-06,attended
8626,103,9,2019-01-13,attended
8627,103,9,2019-01-20,attended
8628,103,9,2019-01-27,absent
8629,103,9,2019-02-03,attended
8630,103,9,2019-02-10,attended
8631,103,9,2019-02-17,attended
8632,103,9,2019-02-24,attended
8633,103,9,2019-03-03,attended
8634,103,9,2019-03-10,attended
8635,103,9,2019-03-17,attended
8636,103,9,2019-03-24,attended
8637,103,9,2019-03-31,attended
8638,103,9,2019-04-07,attended
8639,103,9,2019-04-14,attended
8640,103,9,2019-04-21,attended
8641,103,9,2019-04-28,attended
8642,103,9,2019-05-05,attended
8643,103,9,2019-05-12,attended
8644,103,9,2019-05-19,attended
8645,103,9,2019-05-26,attended
8646,103,9,2019-06-02,attended
8647,103,9,2019-06-09,attended
8648,103,9,2019-06-16,attended
8649,103,9,2019-06-23,attended
8650,103,9,2019-06-30,attended
8651,103,9,2019-07-07,attended
8652,103,9,2019-07-14,attended
8653,103,9,2019-07-21,attended
8654,103,9,2019-07-28,excused
8655,103,9,2019-08-04,attended
8656,103,9,2019-08-11,attended
8657,103,9,2019-08-18,attended
8658,103,9,2019-08-25,attended
8659,103,9,2019-09-01,attended
8660,103,9,2019-09-08,attended
8661,103,9,2019-09-15,attended
8662,103,9,2019-09-22,attended
8663,103,9,2019-09-29,attended
8664,103,9,2019-10-06,absent
8665,103,9,2019-10-13,attended
8666,103,9,2019-10-20,attended
8667,103,9,2019-10-27,attended
8668,103,9,2019-11-03,attended
8669,103,9,2019-11-10,attended
8670,103,9,2019-11-17,absent
8671,103,9,2019-11-24,attended
8672,103,9,2019-12-01,attended
8673,103,9,2019-12-08,attended
8674,103,9,2019-12-15,absent
8675,103,9,2019-12-22,absent
8676,103,9,2019-12-29,attended
8677,104,3,2018-09-23,attended
8678,104,3,2018-09-30,attended
8679,104,3,2018-10-07,attended
8680,104,3,2018-10-14,attended
8681,104,3,2018-10-21,attended
8682,104,3,2018-10-28,attended
8683,104,3,2018-11-04,attended
8684,104,3,2018-11-11,attended
8685,104,3,2018-11-18,attended
8686,104,3,2018-11-25,attended
8687,104,3,2018-12-02,attended
8688,104,3,2018-12-09,absent
8689,104,3,2018-12-16,attended
8690,104,3,2018-12-23,attended
8691,104,3,2018-12-30,attended
8692,104,3,2019-01-06,attended
8693,104,3,2019-01-13,attended
8694,104,3,2019-01-20,attended
8695,104,3,2019-01-27,absent
8696,104,3,2019-02-03,attended
8697,104,3,2019-02-10,attended
8698,104,3,2019-02-17,absent
8699,104,3,2019-02-24,attended
8700,104,3,2019-03-03,attended
8701,104,3,2019-03-10,attended
8702,104,3,2019-03-17,attended
8703,104,3,2019-03-24,attended
8704,104,3,2019-03-31,attended
8705,104,3,2019-04-07,attended
8706,104,3,2019-04-14,attended
8707,104,3,2019-04-21,excused
8708,104,3,2019-04-28,attended
8709,104,3,2019-05-05,attended
8710,104,3,2019-05-12,attended
8711,104,3,2019-05-19,attended
8712,104,3,2019-05-26,excused
8713,104,3,2019-06-02,attended
8714,104,3,2019-06-09,absent
8715,104,3,2019-06-16,attended
8716,104,3,2019-06-23,attended
8717,104,3,2019-06-30,attended
8718,104,3,2019-07-07,attended
8719,104,3,2019-07-14,attended
8720,104,3,2019-07-21,attended
8721,104,3,2019-07-28,excused
8722,104,3,2019-08-04,attended
8723,104,3,2019-08-11,attended
8724,104,3,2019-08-18,attended
8725,104,3,2019-08-25,attended
8726,104,3,2019-09-01,attended
8727,104,3,2019-09-08,attended
8728,104,3,2019-09-15,attended
8729,104,3,2019-09-22,attended
8730,104,3,2019-09-29,attended
8731,104,3,2019-10-06,attended
8732,104,3,2019-10-13,absent
8733,104,3,2019-10-20,attended
8734,104,3,2019-10-27,attended
8735,104,3,2019-11-03,attended
8736,104,3,2019-11-10,excused
8737,104,3,2019-11-17,attended
8738,104,3,2019-11-24,attended
8739,104,3,2019-12-01,attended
8740,104,3,2019-12-08,absent
8741,104,3,2019-12-15,attended
8742,104,3,2019-12-22,absent
8743,104,3,2019-12-29,absent
8744,105,4,2017-07-30,attended
8745,105,4,2017-08-06,excused
8746,105,4,2017-08-13,excused
8747,105,4,2017-08-20,attended
8748,105,4,2017-08-27,attended
8749,105,4,2017-09-03,attended
8750,105,4,2017-09-10,attended
8751,105,4,2017-09-17,attended
8752,105,4,2017-09-24,attended
8753,105,4,2017-10-01,excused
8754,105,4,2017-10-08,attended
8755,105,4,2017-10-15,attended
8756,105,4,2017-10-22,absent
8757,105,4,2017-10-29,attended
8758,105,4,2017-11-05,attended
8759,105,4,2017-11-12,attended
8760,105,4,2017-11-19,attended
8761,105,4,2017-11-26,attended
8762,105,4,2017-12-03,attended
8763,105,4,2017-12-10,attended
8764,105,4,2017-12-17,absent
8765,105,4,2017-12-24,attended
8766,105,4,2017-12-31,attended
8767,105,4,2018-01-07,attended
8768,105,4,2018-01-14,attended
8769,105,4,2018-01-21,attended
8770,105,4,2018-01-28,attended
8771,105,4,2018-02-04,absent
8772,105,4,2018-02-11,attended
8773,105,4,2018-02-18,attended
8774,105,4,2018-02-25,attended
8775,105,4,2018-03-04,attended
8776,105,4,2018-03-11,attended
8777,105,4,2018-03-18,attended
8778,105,4,2018-03-25,attended
8779,105,4,2018-04-01,attended
8780,105,4,2018-04-08,attended
8781,105,4,2018-04-15,attended
8782,105,4,2018-04-22,attended
8783,105,4,2018-04-29,excused
8784,105,4,2018-05-06,attended
8785,105,4,2018-05-13,attended
8786,105,4,2018-05-20,absent
8787,105,4,2018-05-27,attended
8788,105,4,2018-06-03,absent
8789,105,4,2018-06-10,attended
8790,105,4,2018-06-17,attended
8791,105,4,2018-06-24,attended
8792,105,4,2018-07-01,attended
8793,105,4,2018-07-08,attended
8794,105,4,2018-07-15,attended
8795,105,4,2018-07-22,attended
8796,105,4,2018-07-29,excused
8797,105,4,2018-08-05,absent
8798,105,4,2018-08-12,attended
8799,105,4,2018-08-19,attended
8800,105,4,2018-08-26,attended
8801,105,4,2018-09-02,attended
8802,105,4,2018-09-09,attended
8803,105,4,2018-09-16,attended
8804,105,4,2018-09-23,excused
8805,105,4,2018-09-30,excused
8806,105,4,2018-10-07,attended
8807,105,4,2018-10-14,attended
8808,105,4,2018-10-21,attended
8809,105,4,2018-10-28,attended
8810,105,4,2018-11-04,excused
8811,105,4,2018-11-11,attended
8812,105,4,2018-11-18,attended
8813,105,4,2018-11-25,attended
8814,105,4,2018-12-02,attended
8815,105,4,2018-12-09,attended
8816,105,4,2018-12-16,attended
8817,105,4,2018-12-23,absent
8818,105,4,2018-12-30,attended
8819,105,4,2019-01-06,attended
8820,105,4,2019-01-13,excused
8821,105,4,2019-01-20,attended
8822,105,4,2019-01-27,absent
8823,105,4,2019-02-03,excused
8824,105,4,2019-02-10,attended
8825,105,4,2019-02-17,attended
8826,105,4,2019-02-24,attended
8827,105,4,2019-03-03,attended
8828,105,4,2019-03-10,attended
8829,105,4,2019-03-17,attended
8830,105,4,2019-03-24,attended
8831,105,4,2019-03-31,attended
8832,105,4,2019-04-07,attended
8833,105,4,2019-04-14,attended
8834,105,4,2019-04-21,absent
8835,105,4,2019-04-28,attended
8836,105,4,2019-05-05,attended
8837,105,4,2019-05-12,attended
8838,105,4,2019-05-19,attended
8839,105,4,2019-05-26,attended
8840,105,4,2019-06-02,attended
8841,105,4,2019-06-09,excused
8842,105,4,2019-06-16,attended
8843,105,4,2019-06-23,attended
8844,105,4,2019-06-30,attended
8845,105,4,2019-07-07,excused
8846,105,4,2019-07-14,attended
8847,105,4,2019-07-21,attended
8848,105,4,2019-07-28,attended
8849,105,4,2019-08-04,attended
8850,105,4,2019-08-11,excused
8851,105,4,2019-08-18,attended
8852,105,4,2019-08-25,attended
8853,105,4,2019-09-01,attended
8854,105,4,2019-09-08,attended
8855,105,4,2019-09-15,attended
8856,105,4,2019-09-22,attended
8857,105,4,2019-09-29,attended
8858,105,4,2019-10-06,attended
8859,105,4,2019-10-13,absent
8860,105,4,2019-10-20,attended
8861,105,4,2019-10-27,attended
8862,105,4,2019-11-03,attended
8863,105,4,2019-11-10,attended
8864,105,4,2019-11-17,attended
8865,105,4,2019-11-24,attended
8866,105,4,2019-12-01,attended
8867,105,4,2019-12-08,attended
8868,105,4,2019-12-15,attended
8869,105,4,2019-12-22,excused
8870,105,4,2019-12-29,attended
8871,106,4,2019-02-10,attended
8872,106,4,2019-02-17,attended
8873,106,4,2019-02-24,attended
8874,106,4,2019-03-03,attended
8875,106,4,2019-03-10,attended
8876,106,4,2019-03-17,absent
8877,106,4,2019-03-24,excused
8878,106,4,2019-03-31,attended
8879,106,4,2019-04-07,attended
8880,106,4,2019-04-14,attended
8881,106,4,2019-04-21,attended
8882,106,4,2019-04-28,attended
8883,106,4,2019-05-05,absent
8884,106,4,2019-05-12,attended
8885,106,4,2019-05-19,attended
8886,106,4,2019-05-26,attended
8887,106,4,2019-06-02,attended
8888,106,4,2019-06-09,attended
8889,106,4,2019-06-16,absent
8890,106,4,2019-06-23,attended
8891,106,4,2019-06-30,attended
8892,106,4,2019-07-07,attended
8893,106,4,2019-07-14,attended
8894,106,4,2019-07-21,attended
8895,106,4,2019-07-28,attended
8896,106,4,2019-08-04,excused
8897,106,4,2019-08-11,attended
8898,106,4,2019-08-18,attended
8899,106,4,2019-08-25,attended
8900,106,4,2019-09-01,attended
8901,106,4,2019-09-08,attended
8902,106,4,2019-09-15,attended
8903,106,4,2019-09-22,attended
8904,106,4,2019-09-29,excused
8905,106,4,2019-10-06,attended
8906,106,4,2019-10-13,absent
8907,106,4,2019-10-20,attended
8908,106,4,2019-10-27,attended
8909,106,4,2019-11-03,attended
8910,106,4,2019-11-10,attended
8911,106,4,2019-11-17,absent
8912,106,4,2019-11-24,attended
8913,106,4,2019-12-01,excused
8914,106,4,2019-12-08,attended
8915,106,4,2019-12-15,attended
8916,106,4,2019-12-22,attended
8917,106,4,2019-12-29,attended
8918,107,10,2017-08-27,attended
8919,107,10,2017-09-03,attended
8920,107,10,2017-09-10,excused
8921,107,10,2017-09-17,attended
8922,107,10,2017-09-24,attended
8923,107,10,2017-10-01,attended
8924,107,10,2017-10-08,absent
8925,107,10,2017-10-15,absent
8926,107,10,2017-10-22,attended
8927,107,10,2017-10-29,attended
8928,107,10,2017-11-05,attended
8929,107,10,2017-11-12,attended
8930,107,10,2017-11-19,attended
8931,107,10,2017-11-26,attended
8932,107,10,2017-12-03,attended
8933,107,10,2017-12-10,attended
8934,107,10,2017-12-17,attended
8935,107,10,2017-12-24,attended
8936,107,10,2017-12-31,attended
8937,107,10,2018-01-07,attended
8938,107,10,2018-01-14,attended
8939,107,10,2018-01-21,attended
8940,107,10,2018-01-28,attended
8941,107,10,2018-02-04,attended
8942,107,10,2018-02-11,attended
8943,107,10,2018-02-18,attended
8944,107,10,2018-02-25,attended
8945,107,10,2018-03-04,attended
8946,107,10,2018-03-11,attended
8947,107,10,2018-03-18,attended
8948,107,10,2018-03-25,attended
8949,107,10,2018-04-01,attended
8950,107,10,2018-04-08,absent
8951,107,10,2018-04-15,attended
8952,107,10,2018-04-22,attended
8953,107,10,2018-04-29,attended
8954,107,10,2018-05-06,attended
8955,107,10,2018-05-13,attended
8956,107,10,2018-05-20,attended
8957,107,10,2018-05-27,absent
8958,107,10,2018-06-03,attended
8959,107,10,2018-06-10,attended
8960,107,10,2018-06-17,attended
8961,107,10,2018-06-24,attended
8962,107,10,2018-07-01,attended
8963,107,10,2018-07-08,attended
8964,107,10,2018-07-15,absent
8965,107,10,2018-07-22,attended
8966,107,10,2018-07-29,attended
8967,107,10,2018-08-05,absent
8968,107,10,2018-08-12,absent
8969,107,10,2018-08-19,attended
8970,107,10,2018-08-26,attended
8971,107,10,2018-09-02,attended
8972,107,10,2018-09-09,attended
8973,107,10,2018-09-16,attended
8974,107,10,2018-09-23,attended
8975,107,10,2018-09-30,attended
8976,107,10,2018-10-07,attended
8977,107,10,2018-10-14,attended
8978,107,10,2018-10-21,attended
8979,107,10,2018-10-28,attended
8980,107,10,2018-11-04,attended
8981,107,10,2018-11-11,attended
8982,107,10,2018-11-18,attended
8983,107,10,2018-11-25,excused
8984,107,10,2018-12-02,attended
8985,107,10,2018-12-09,attended
8986,107,10,2018-12-16,attended
8987,107,10,2018-12-23,attended
8988,107,10,2018-12-30,attended
8989,107,10,2019-01-06,attended
8990,107,10,2019-01-13,attended
8991,107,10,2019-01-20,attended
8992,107,10,2019-01-27,attended
8993,107,10,2019-02-03,attended
8994,107,10,2019-02-10,attended
8995,107,10,2019-02-17,attended
8996,107,10,2019-02-24,attended
8997,107,10,2019-03-03,attended
8998,107,10,2019-03-10,attended
8999,107,10,2019-03-17,excused
9000,107,10,2019-03-24,attended
9001,107,10,2019-03-31,attended
9002,107,10,2019-04-07,attended
9003,107,10,2019-04-14,attended
9004,107,10,2019-04-21,attended
9005,107,10,2019-04-28,attended
9006,107,10,2019-05-05,attended
9007,107,10,2019-05-12,attended
9008,107,10,2019-05-19,attended
9009,107,10,2019-05-26,attended
9010,107,10,2019-06-02,attended
9011,107,10,2019-06-09,absent
9012,107,10,2019-06-16,attended
9013,107,10,2019-06-23,attended
9014,107,10,2019-06-30,attended
9015,107,10,2019-07-07,absent
9016,107,10,2019-07-14,attended
9017,107,10,2019-07-21,attended
9018,107,10,2019-07-28,attended
9019,107,10,2019-08-04,attended
9020,107,10,2019-08-11,attended
9021,107,10,2019-08-18,absent
9022,107,10,2019-08-25,attended
9023,107,10,2019-09-01,attended
9024,107,10,2019-09-08,attended
9025,107,10,2019-09-15,attended
9026,107,10,2019-09-22,attended
9027,107,10,2019-09-29,attended
9028,107,10,2019-10-06,attended
9029,107,10,2019-10-13,attended
9030,107,10,2019-10-20,excused
9031,107,10,2019-10-27,attended
9032,107,10,2019-11-03,attended
9033,107,10,2019-11-10,absent
9034,107,10,2019-11-17,attended
9035,107,10,2019-11-24,absent
9036,107,10,2019-12-01,attended
9037,107,10,2019-12-08,attended
9038,107,10,2019-12-15,attended
9039,107,10,2019-12-22,attended
9040,107,10,2019-12-29,attended
9041,108,2,2018-01-07,attended
9042,108,2,2018-01-14,attended
9043,108,2,2018-01-21,attended
9044,108,2,2018-01-28,attended
9045,108,2,2018-02-04,attended
9046,108,2,2018-02-11,attended
9047,108,2,2018-02-18,attended
9048,108,2,2018-02-25,attended
9049,108,2,2018-03-04,attended
9050,108,2,2018-03-11,attended
9051,108,2,2018-03-18,attended
9052,108,2,2018-03-25,attended
9053,108,2,2018-04-01,attended
9054,108,2,2018-04-08,attended
9055,108,2,2018-04-15,attended
9056,108,2,2018-04-22,attended
9057,108,2,2018-04-29,attended
9058,108,2,2018-05-06,attended
9059,108,2,2018-05-13,attended
9060,108,2,2018-05-20,attended
9061,108,2,2018-05-27,attended
9062,108,2,2018-06-03,attended
9063,108,2,2018-06-10,attended
9064,108,2,2018-06-17,attended
9065,108,2,2018-06-24,attended
9066,108,2,2018-07-01,attended
9067,108,2,2018-07-08,attended
9068,108,2,2018-07-15,attended
9069,108,2,2018-07-22,absent
9070,108,2,2018-07-29,attended
9071,108,2,2018-08-05,attended
9072,108,2,2018-08-12,attended
9073,108,2,2018-08-19,attended
9074,108,2,2018-08-26,attended
9075,108,2,2018-09-02,absent
9076,108,2,2018-09-09,attended
9077,108,2,2018-09-16,attended
9078,108,2,2018-09-23,attended
9079,108,2,2018-09-30,excused
9080,108,2,2018-10-07,excused
9081,108,2,2018-10-14,attended
9082,108,2,2018-10-21,attended
9083,108,2,2018-10-28,attended
9084,108,2,2018-11-04,attended
9085,108,2,2018-11-11,excused
9086,108,2,2018-11-18,attended
9087,108,2,2018-11-25,attended
9088,108,2,2018-12-02,attended
9089,108,2,2018-12-09,attended
9090,108,2,2018-12-16,attended
9091,108,2,2018-12-23,attended
9092,108,2,2018-12-30,absent
9093,108,2,2019-01-06,absent
9094,108,2,2019-01-13,excused
9095,108,2,2019-01-20,absent
9096,108,2,2019-01-27,attended
9097,108,2,2019-02-03,attended
9098,108,2,2019-02-10,attended
9099,108,2,2019-02-17,attended
9100,108,2,2019-02-24,attended
9101,108,2,2019-03-03,absent
9102,108,2,2019-03-10,attended
9103,108,2,2019-03-17,absent
9104,108,2,2019-03-24,attended
9105,108,2,2019-03-31,attended
9106,108,2,2019-04-07,attended
9107,108,2,2019-04-14,absent
9108,108,2,2019-04-21,excused
9109,108,2,2019-04-28,attended
9110,108,2,2019-05-05,attended
9111,108,2,2019-05-12,attended
9112,108,2,2019-05-19,attended
9113,108,2,2019-05-26,attended
9114,108,2,2019-06-02,attended
9115,108,2,2019-06-09,excused
9116,108,2,2019-06-16,attended
9117,108,2,2019-06-23,attended
9118,108,2,2019-06-30,attended
9119,108,2,2019-07-07,attended
9120,108,2,2019-07-14,attended
9121,108,2,2019-07-21,attended
9122,108,2,2019-07-28,attended
9123,108,2,2019-08-04,attended
9124,108,2,2019-08-11,excused
9125,108,2,2019-08-18,attended
9126,108,2,2019-08-25,attended
9127,108,2,2019-09-01,attended
9128,108,2,2019-09-08,attended
9129,108,2,2019-09-15,attended
9130,108,2,2019-09-22,attended
9131,108,2,2019-09-29,attended
9132,108,2,2019-10-06,attended
9133,108,2,2019-10-13,attended
9134,108,2,2019-10-20,attended
9135,108,2,2019-10-27,attended
9136,108,2,2019-11-03,attended
9137,108,2,2019-11-10,attended
9138,108,2,2019-11-17,attended
9139,108,2,2019-11-24,attended
9140,108,2,2019-12-01,attended
9141,108,2,2019-12-08,attended
9142,108,2,2019-12-15,excused
9143,108,2,2019-12-22,absent
9144,108,2,2019-12-29,absent
9145,109,4,2019-04-21,excused
9146,109,4,2019-04-28,attended
9147,109,4,2019-05-05,absent
9148,109,4,2019-05-12,attended
9149,109,4,2019-05-19,attended
9150,109,4,2019-05-26,attended
9151,109,4,2019-06-02,attended
9152,109,4,2019-06-09,attended
9153,109,4,2019-06-16,absent
9154,109,4,2019-06-23,absent
9155,109,4,2019-06-30,attended
9156,109,4,2019-07-07,attended
9157,109,4,2019-07-14,attended
9158,109,4,2019-07-21,attended
9159,109,4,2019-07-28,attended
9160,109,4,2019-08-04,attended
9161,109,4,2019-08-11,attended
9162,109,4,2019-08-18,excused
9163,109,4,2019-08-25,absent
9164,109,4,2019-09-01,excused
9165,109,4,2019-09-08,attended
9166,109,4,2019-09-15,excused
9167,109,4,2019-09-22,attended
9168,109,4,2019-09-29,attended
9169,109,4,2019-10-06,attended
9170,109,4,2019-10-13,attended
9171,109,4,2019-10-20,attended
9172,109,4,2019-10-27,excused
9173,109,4,2019-11-03,attended
9174,109,4,2019-11-10,attended
9175,109,4,2019-11-17,attended
9176,109,4,2019-11-24,attended
9177,109,4,2019-12-01,attended
9178,109,4,2019-12-08,attended
9179,109,4,2019-12-15,attended
9180,109,4,2019-12-22,attended
9181,109,4,2019-12-29,attended
9182,110,8,2017-08-13,absent
9183,110,8,2017-08-20,absent
9184,110,8,2017-08-27,attended
9185,110,8,2017-09-03,attended
9186,110,8,2017-09-10,attended
9187,110,8,2017-09-17,attended
9188,110,8,2017-09-24,attended
9189,110,8,2017-10-01,attended
9190,110,8,2017-10-08,attended
9191,110,8,2017-10-15,attended
9192,110,8,2017-10-22,attended
9193,110,8,2017-10-29,attended
9194,110,8,2017-11-05,attended
9195,110,8,2017-11-12,attended
9196,110,8,2017-11-19,attended
9197,110,8,2017-11-26,attended
9198,110,8,2017-12-03,attended
9199,110,8,2017-12-10,excused
9200,110,8,2017-12-17,attended
9201,110,8,2017-12-24,attended
9202,110,8,2017-12-31,attended
9203,110,8,2018-01-07,attended
9204,110,8,2018-01-14,attended
9205,110,8,2018-01-21,attended
9206,110,8,2018-01-28,attended
9207,110,8,2018-02-04,excused
9208,110,8,2018-02-11,attended
9209,110,8,2018-02-18,attended
9210,110,8,2018-02-25,excused
9211,110,8,2018-03-04,attended
9212,110,8,2018-03-11,attended
9213,110,8,2018-03-18,attended
9214,110,8,2018-03-25,attended
9215,110,8,2018-04-01,attended
9216,110,8,2018-04-08,absent
9217,110,8,2018-04-15,attended
9218,110,8,2018-04-22,attended
9219,110,8,2018-04-29,attended
9220,110,8,2018-05-06,absent
9221,110,8,2018-05-13,absent
9222,110,8,2018-05-20,excused
9223,110,8,2018-05-27,attended
9224,110,8,2018-06-03,attended
9225,110,8,2018-06-10,attended
9226,110,8,2018-06-17,attended
9227,110,8,2018-06-24,excused
9228,110,8,2018-07-01,attended
9229,110,8,2018-07-08,attended
9230,110,8,2018-07-15,attended
9231,110,8,2018-07-22,attended
9232,110,8,2018-07-29,attended
9233,110,8,2018-08-05,attended
9234,110,8,2018-08-12,attended
9235,110,8,2018-08-19,attended
9236,110,8,2018-08-26,attended
9237,110,8,2018-09-02,attended
9238,110,8,2018-09-09,attended
9239,110,8,2018-09-16,attended
9240,110,8,2018-09-23,attended
9241,110,8,2018-09-30,attended
9242,110,8,2018-10-07,attended
9243,110,8,2018-10-14,attended
9244,110,8,2018-10-21,attended
9245,110,8,2018-10-28,excused
9246,110,8,2018-11-04,attended
9247,110,8,2018-11-11,attended
9248,110,8,2018-11-18,attended
9249,110,8,2018-11-25,attended
9250,110,8,2018-12-02,attended
9251,110,8,2018-12-09,attended
9252,110,8,2018-12-16,attended
9253,110,8,2018-12-23,attended
9254,110,8,2018-12-30,attended
9255,110,8,2019-01-06,excused
9256,110,8,2019-01-13,attended
9257,110,8,2019-01-20,attended
9258,110,8,2019-01-27,attended
9259,110,8,2019-02-03,excused
9260,110,8,2019-02-10,attended
9261,110,8,2019-02-17,attended
9262,110,8,2019-02-24,attended
9263,110,8,2019-03-03,attended
9264,110,8,2019-03-10,absent
9265,110,8,2019-03-17,excused
9266,110,8,2019-03-24,attended
9267,110,8,2019-03-31,attended
9268,110,8,2019-04-07,attended
9269,110,8,2019-04-14,attended
9270,110,8,2019-04-21,attended
9271,110,8,2019-04-28,attended
9272,110,8,2019-05-05,attended
9273,110,8,2019-05-12,attended
9274,110,8,2019-05-19,attended
9275,110,8,2019-05-26,attended
9276,110,8,2019-06-02,excused
9277,110,8,2019-06-09,attended
9278,110,8,2019-06-16,attended
9279,110,8,2019-06-23,attended
9280,110,8,2019-06-30,attended
9281,110,8,2019-07-07,excused
9282,110,8,2019-07-14,attended
9283,110,8,2019-07-21,attended
9284,110,8,2019-07-28,absent
9285,110,8,2019-08-04,absent
9286,110,8,2019-08-11,absent
9287,110,8,2019-08-18,attended
9288,110,8,2019-08-25,attended
9289,110,8,2019-09-01,attended
9290,110,8,2019-09-08,excused
9291,110,8,2019-09-15,attended
9292,110,8,2019-09-22,attended
9293,110,8,2019-09-29,absent
9294,110,8,2019-10-06,attended
9295,110,8,2019-10-13,excused
9296,110,8,2019-10-20,attended
9297,110,8,2019-10-27,attended
9298,110,8,2019-11-03,attended
9299,110,8,2019-11-10,attended
9300,110,8,2019-11-17,excused
9301,110,8,2019-11-24,attended
9302,110,8,2019-12-01,absent
9303,110,8,2019-12-08,attended
9304,110,8,2019-12-15,attended
9305,110,8,2019-12-22,excused
9306,110,8,2019-12-29,attended
9307,111,1,2018-12-09,attended
9308,111,1,2018-12-16,attended
9309,111,1,2018-12-23,attended
9310,111,1,2018-12-30,attended
9311,111,1,2019-01-06,attended
9312,111,1,2019-01-13,attended
9313,111,1,2019-01-20,attended
9314,111,1,2019-01-27,attended
9315,111,1,2019-02-03,attended
9316,111,1,2019-02-10,attended
9317,111,1,2019-02-17,attended
9318,111,1,2019-02-24,attended
9319,111,1,2019-03-03,attended
9320,111,1,2019-03-10,absent
9321,111,1,2019-03-17,absent
9322,111,1,2019-03-24,absent
9323,111,1,2019-03-31,attended
9324,111,1,2019-04-07,attended
9325,111,1,2019-04-14,attended
9326,111,1,2019-04-21,absent
9327,111,1,2019-04-28,attended
9328,111,1,2019-05-05,attended
9329,111,1,2019-05-12,attended
9330,111,1,2019-05-19,absent
9331,111,1,2019-05-26,absent
9332,111,1,2019-06-02,attended
9333,111,1,2019-06-09,attended
9334,111,1,2019-06-16,attended
9335,111,1,2019-06-23,attended
9336,111,1,2019-06-30,attended
9337,111,1,2019-07-07,attended
9338,111,1,2019-07-14,attended
9339,111,1,2019-07-21,attended
9340,111,1,2019-07-28,attended
9341,111,1,2019-08-04,attended
9342,111,1,2019-08-11,attended
9343,111,1,2019-08-18,attended
9344,111,1,2019-08-25,absent
9345,111,1,2019-09-01,attended
9346,111,1,2019-09-08,absent
9347,111,1,2019-09-15,attended
9348,111,1,2019-09-22,attended
9349,111,1,2019-09-29,attended
9350,111,1,2019-10-06,attended
9351,111,1,2019-10-13,attended
9352,111,1,2019-10-20,attended
9353,111,1,2019-10-27,attended
9354,111,1,2019-11-03,attended
9355,111,1,2019-11-10,attended
9356,111,1,2019-11-17,attended
9357,111,1,2019-11-24,attended
9358,111,1,2019-12-01,attended
9359,111,1,2019-12-08,attended
9360,111,1,2019-12-15,excused
9361,111,1,2019-12-22,attended
9362,111,1,2019-12-29,attended
9363,112,7,2017-05-28,attended
9364,112,7,2017-06-04,attended
9365,112,7,2017-06-11,attended
9366,112,7,2017-06-18,attended
9367,112,7,2017-06-25,attended
9368,112,7,2017-07-02,attended
9369,112,7,2017-07-09,attended
9370,112,7,2017-07-16,attended
9371,112,7,2017-07-23,attended
9372,112,7,2017-07-30,attended
9373,112,7,2017-08-06,attended
9374,112,7,2017-08-13,attended
9375,112,7,2017-08-20,attended
9376,112,7,2017-08-27,attended
9377,112,7,2017-09-03,attended
9378,112,7,2017-09-10,absent
9379,112,7,2017-09-17,absent
9380,112,7,2017-09-24,attended
9381,112,7,2017-10-01,attended
9382,112,7,2017-10-08,attended
9383,112,7,2017-10-15,attended
9384,112,7,2017-10-22,attended
9385,112,7,2017-10-29,attended
9386,112,7,2017-11-05,attended
